CODGEO;PMUN;annee
73518;75989;2016
62018;67476;2016
44148;43290;2016
66145;47411;2016
26272;54341;2016
73086;69909;2016
52512;78972;2016
43466;72152;2016
48485;88515;2016
53119;90441;2016
04009;74805;2016
14546;47712;2016
23174;64353;2016
11394;51478;2016
41545;68149;2016
63022;81772;2016
61004;49052;2016
44004;58616;2016
81094;25375;2016
53031;74377;2016
08492;58889;2016
72363;57160;2016
54588;61015;2016
60481;37446;2016
53577;66800;2016
52143;74992;2016
09173;47014;2016
53509;32407;2016
74147;49293;2016
29035;35646;2016
57401;49434;2016
03480;68113;2016
33580;30453;2016
41556;75008;2016
2A042;38905;2016
20463;85961;2016
26507;77497;2016
38419;41214;2016
2B287;61287;2016
81502;30204;2016
04268;28757;2016
22025;92499;2016
78274;79267;2016
06121;33128;2016
81069;41816;2016
27075;36273;2016
87418;49737;2016
28303;42846;2016
41324;45117;2016
62447;61795;2016
12329;36292;2016
52378;84717;2016
47052;73238;2016
73510;75313;2016
2B157;33807;2016
62093;73607;2016
39488;82546;2016
38441;35772;2016
39032;78190;2016
77116;46892;2016
30010;77866;2016
16163;55306;2016
32060;78812;2016
03426;32819;2016
10314;49122;2016
09588;40851;2016
72449;39210;2016
68367;44960;2016
65306;48477;2016
43033;32172;2016
67043;73090;2016
15370;61557;2016
85003;82411;2016
47026;73545;2016
89132;32722;2016
15530;27082;2016
47275;52356;2016
65426;56510;2016
47247;38416;2016
42104;79916;2016
16223;64908;2016
36055;77378;2016
23462;30749;2016
29110;81368;2016
64226;37892;2016
59588;54536;2016
57355;54001;2016
34275;82553;2016
91326;41489;2016
09470;38902;2016
32153;46819;2016
11382;47087;2016
32523;34705;2016
91343;35486;2016
35268;38802;2016
86087;54531;2016
47149;45823;2016
66567;51894;2016
43325;76532;2016
25181;39922;2016
72251;86750;2016
95347;76270;2016
25322;34346;2016
73420;45678;2016
25155;35477;2016
67389;42617;2016
74266;48273;2016
42564;32253;2016
69095;22955;2016
26089;53765;2016
08277;73124;2016
09305;44359;2016
42414;86818;2016
85243;48831;2016
12548;90022;2016
43285;38976;2016
66078;62481;2016
19072;80055;2016
68584;24012;2016
29081;96377;2016
77568;47953;2016
54167;59239;2016
51056;69222;2016
17183;72486;2016
44369;22461;2016
81257;91071;2016
02471;69133;2016
71366;99640;2016
46241;56844;2016
67381;70838;2016
62582;54020;2016
41247;93654;2016
29092;88219;2016
59245;93864;2016
14504;61333;2016
55131;82512;2016
09569;48106;2016
61353;56469;2016
59361;79273;2016
08190;26883;2016
71552;76723;2016
39022;21756;2016
74179;67960;2016
04251;56974;2016
17286;56524;2016
46285;59225;2016
18089;57996;2016
31136;53185;2016
62058;56907;2016
14343;66322;2016
64211;80932;2016
10339;65494;2016
17354;71854;2016
55421;89503;2016
74328;101036;2016
16389;29074;2016
28352;75292;2016
88391;38772;2016
2B216;35325;2016
55190;83034;2016
42148;25438;2016
33472;86937;2016
57206;79724;2016
55329;97788;2016
28118;74772;2016
03259;90652;2016
15318;30265;2016
91375;92947;2016
39316;32633;2016
45217;45922;2016
44577;30393;2016
73308;51463;2016
07485;82197;2016
08442;42511;2016
26335;83779;2016
46531;69898;2016
63077;68532;2016
46552;97550;2016
42510;54953;2016
89302;46619;2016
15440;101459;2016
54312;64621;2016
51161;67340;2016
45480;44485;2016
77148;37878;2016
25189;33546;2016
90312;38409;2016
31502;34631;2016
51230;78866;2016
49296;24891;2016
81025;69212;2016
41070;95657;2016
27034;83349;2016
03044;53253;2016
34521;24838;2016
78505;87128;2016
01493;20721;2016
85034;76129;2016
51047;71855;2016
14169;35279;2016
29339;77720;2016
52201;33184;2016
30293;37577;2016
11104;85523;2016
62438;100066;2016
63189;42195;2016
12040;93273;2016
27445;92628;2016
23541;79855;2016
62009;30632;2016
68262;42904;2016
68496;76335;2016
89423;97703;2016
72514;86468;2016
30249;53034;2016
11223;38906;2016
58425;98991;2016
87093;43197;2016
95144;46638;2016
22360;99558;2016
22401;63967;2016
04072;41919;2016
14305;19832;2016
52219;54510;2016
51301;100219;2016
35575;55711;2016
29046;77516;2016
79597;39756;2016
43270;83787;2016
77463;81194;2016
91255;67567;2016
30187;79301;2016
19462;65253;2016
90412;49114;2016
60087;79859;2016
28423;84959;2016
58452;87731;2016
48233;36214;2016
86555;75036;2016
24384;20082;2016
2B117;65004;2016
89007;66246;2016
17405;50371;2016
16126;102461;2016
50454;89859;2016
05315;23709;2016
28280;36953;2016
41099;37532;2016
95427;89203;2016
2B058;59790;2016
15251;76310;2016
84501;86343;2016
09552;79640;2016
70593;26596;2016
80574;31386;2016
84334;53034;2016
21121;47259;2016
85503;80879;2016
11481;31889;2016
49594;50958;2016
44390;37887;2016
30085;34648;2016
03302;33730;2016
72269;35053;2016
32505;65789;2016
62236;53369;2016
39197;53875;2016
35048;56632;2016
09453;77259;2016
69025;86278;2016
70260;63624;2016
36288;71901;2016
25282;77368;2016
01551;73392;2016
89091;31326;2016
90184;100478;2016
23109;34034;2016
03147;51864;2016
12544;72304;2016
07564;51080;2016
79027;40149;2016
84379;93374;2016
15140;26024;2016
70116;38552;2016
17175;101097;2016
35117;77112;2016
56294;27512;2016
67597;78850;2016
83352;99258;2016
05434;27212;2016
19296;53644;2016
27009;58420;2016
29051;30272;2016
2B094;35491;2016
73146;33583;2016
30504;34404;2016
95506;52699;2016
47512;55545;2016
47382;37963;2016
41334;42604;2016
14389;34904;2016
88244;82062;2016
02402;37420;2016
17476;89961;2016
22457;64714;2016
26368;85518;2016
13035;70498;2016
02435;42171;2016
64220;68590;2016
95446;42106;2016
12324;29153;2016
28528;40773;2016
48203;41141;2016
88558;30849;2016
65506;21383;2016
72199;95188;2016
55290;61499;2016
39319;51084;2016
19461;92822;2016
82413;38688;2016
76511;51463;2016
03222;85604;2016
67303;69845;2016
08259;53290;2016
69545;40936;2016
78183;22912;2016
13352;27351;2016
41072;33271;2016
12510;84477;2016
53231;71810;2016
88205;55871;2016
08350;83246;2016
37299;32398;2016
95508;35858;2016
28319;50200;2016
13310;93460;2016
46063;71095;2016
48014;89450;2016
62239;40510;2016
90550;88733;2016
49377;26422;2016
27378;38751;2016
91235;60945;2016
88107;24041;2016
47006;88151;2016
03203;87598;2016
56190;62262;2016
52115;43890;2016
14156;27370;2016
59015;68333;2016
80365;64587;2016
10556;80037;2016
68414;69542;2016
14269;29472;2016
70252;30600;2016
39185;83777;2016
01086;33519;2016
91359;95227;2016
16340;28704;2016
56005;77615;2016
17249;97618;2016
88167;56128;2016
69102;23874;2016
76422;87627;2016
41315;35770;2016
44380;60740;2016
59428;100071;2016
73589;78146;2016
80481;23514;2016
02372;84579;2016
62527;32879;2016
11287;81514;2016
27590;71245;2016
79457;42310;2016
24390;53363;2016
76542;30021;2016
44309;96505;2016
22432;38168;2016
32171;44639;2016
50577;61277;2016
72374;73063;2016
57469;58861;2016
88276;62106;2016
82520;68365;2016
71045;89422;2016
57069;52171;2016
27304;88822;2016
39439;83667;2016
12485;98556;2016
35264;92848;2016
88390;82485;2016
40332;40530;2016
11576;82849;2016
61392;77924;2016
91250;43479;2016
82581;75646;2016
26065;39682;2016
43590;62842;2016
50093;81590;2016
24173;35345;2016
25493;48361;2016
23440;85456;2016
2B339;57572;2016
70450;97898;2016
80382;20587;2016
77208;78572;2016
91003;84221;2016
10075;93723;2016
83179;32617;2016
07025;98993;2016
45305;51110;2016
56466;47738;2016
34577;47949;2016
14294;69883;2016
18525;72474;2016
78591;56585;2016
30516;26300;2016
29279;96375;2016
87195;38532;2016
14586;27076;2016
87145;69226;2016
87247;53689;2016
56045;70994;2016
16476;92043;2016
15390;28120;2016
27051;41831;2016
54133;61505;2016
15333;82225;2016
43324;69626;2016
51160;51752;2016
02554;68036;2016
66267;99411;2016
06493;57837;2016
19143;91651;2016
17023;82958;2016
79033;44133;2016
05224;40867;2016
40571;80371;2016
55030;37251;2016
48222;47481;2016
64066;38321;2016
76559;68187;2016
37405;42405;2016
30428;73103;2016
2A230;96993;2016
47464;84386;2016
69005;93719;2016
83519;21922;2016
74444;55695;2016
81443;37108;2016
50236;94206;2016
05480;76538;2016
46229;46560;2016
17030;64803;2016
84544;68907;2016
23141;59282;2016
22062;57099;2016
24373;24374;2016
60140;56939;2016
54515;49162;2016
90266;83112;2016
39003;89378;2016
27571;80685;2016
05309;21912;2016
01158;89022;2016
35406;51018;2016
88318;54508;2016
49018;95912;2016
85456;87517;2016
10241;24415;2016
09420;47782;2016
79537;81033;2016
10366;64273;2016
05403;40793;2016
38153;61130;2016
88143;88992;2016
65249;37926;2016
10511;80477;2016
79314;79413;2016
80209;90313;2016
76467;44514;2016
85512;37879;2016
2A105;64563;2016
30426;61648;2016
76354;52665;2016
54269;82008;2016
73238;85518;2016
59069;40388;2016
60165;85479;2016
58330;37838;2016
73532;53394;2016
69519;22666;2016
13113;46285;2016
78407;94012;2016
50051;54092;2016
31405;77290;2016
48205;28499;2016
91270;69547;2016
81430;49810;2016
79255;80881;2016
44484;96252;2016
73320;63473;2016
36599;28878;2016
64383;58453;2016
60178;30451;2016
24465;55683;2016
25245;25417;2016
06320;72926;2016
13082;45337;2016
45345;35972;2016
16112;21103;2016
39598;90089;2016
57513;85056;2016
22420;82632;2016
32441;24523;2016
35357;46648;2016
47037;99938;2016
35236;66884;2016
69297;30903;2016
31549;31177;2016
41132;40368;2016
36298;96556;2016
18207;34282;2016
64081;90138;2016
28219;75124;2016
74050;92207;2016
90041;85322;2016
63211;45184;2016
87121;86122;2016
81333;32782;2016
45011;44210;2016
72181;36049;2016
31272;30193;2016
43577;26408;2016
50381;36025;2016
91528;29859;2016
80206;50868;2016
46270;25733;2016
61252;25451;2016
19532;97067;2016
76575;27489;2016
52577;26401;2016
50451;21784;2016
72302;29928;2016
59324;62409;2016
07588;84060;2016
27171;77762;2016
17208;66035;2016
69538;26249;2016
04232;82956;2016
19141;22973;2016
56336;71063;2016
65195;52664;2016
47534;90098;2016
82545;44581;2016
87184;72780;2016
13318;54854;2016
90590;62297;2016
58445;97008;2016
60130;77578;2016
09354;52290;2016
58372;54525;2016
68392;76781;2016
55015;48335;2016
08180;33967;2016
49512;58079;2016
89145;24699;2016
68180;34128;2016
13194;53992;2016
91107;86177;2016
91094;83822;2016
16208;40684;2016
76524;54322;2016
38001;32506;2016
56170;79634;2016
42037;39787;2016
73337;82472;2016
2B088;85204;2016
74475;76176;2016
88351;46093;2016
89470;97708;2016
09381;74830;2016
24263;72999;2016
68516;89784;2016
55286;91951;2016
05570;26107;2016
09596;93027;2016
49353;80739;2016
58405;37163;2016
16154;44585;2016
16488;78938;2016
13403;37617;2016
53541;56088;2016
01160;74048;2016
54472;71531;2016
45282;90889;2016
44111;29767;2016
64103;43975;2016
49337;96854;2016
68192;66545;2016
72062;40139;2016
87256;43762;2016
76392;47375;2016
49192;62645;2016
46573;42001;2016
22467;70872;2016
56308;56469;2016
13560;69874;2016
88260;31466;2016
99000;71162;2016
99001;93635;2016
99002;31163;2016
99003;45563;2016
99004;76703;2016
99005;71399;2016
99006;72886;2016
09507;33392;2017
72072;36472;2017
61471;32399;2017
41071;62721;2017
41433;49272;2017
81053;87461;2017
08293;39925;2017
65395;62589;2017
19437;70560;2017
09251;68746;2017
49553;80631;2017
95464;36772;2017
69125;60000;2017
71403;78183;2017
67438;84040;2017
74200;67611;2017
48443;71441;2017
12539;84538;2017
80490;69543;2017
42457;92662;2017
47381;31285;2017
35163;47194;2017
17477;29517;2017
88219;28809;2017
73319;54934;2017
60189;38328;2017
38188;50908;2017
78095;55439;2017
51576;66774;2017
42089;90976;2017
42052;83377;2017
22561;48535;2017
09333;45362;2017
52263;79576;2017
84442;31251;2017
06230;61223;2017
81077;53897;2017
78438;34293;2017
26106;68312;2017
59332;44212;2017
16569;36337;2017
71561;71554;2017
66217;35380;2017
33468;69068;2017
07367;33885;2017
95288;54797;2017
42084;81201;2017
85226;38365;2017
64391;77898;2017
73591;72819;2017
71003;87873;2017
19430;33354;2017
34507;74844;2017
44570;89781;2017
47254;76261;2017
05071;34681;2017
51163;84094;2017
15510;29933;2017
70526;65557;2017
64382;59305;2017
87074;61229;2017
70074;59614;2017
35287;24483;2017
91353;58220;2017
39020;90714;2017
31411;52924;2017
86327;43271;2017
35008;94675;2017
08058;28759;2017
44273;57979;2017
74433;57958;2017
18495;56664;2017
44259;91245;2017
13177;53636;2017
64581;94186;2017
45275;26830;2017
31189;75336;2017
22265;63370;2017
53008;39796;2017
63181;38819;2017
89309;72323;2017
41551;67052;2017
15443;64666;2017
79468;25329;2017
59327;63690;2017
66067;93176;2017
10235;23231;2017
30598;56024;2017
72027;57041;2017
79527;87586;2017
41411;43450;2017
76171;56004;2017
80467;73518;2017
37502;26471;2017
85026;79193;2017
27064;81222;2017
23399;74321;2017
64599;68844;2017
60015;78037;2017
13399;80723;2017
79082;87434;2017
19390;53089;2017
76374;56807;2017
01055;68581;2017
76408;37162;2017
74538;85836;2017
73518;77140;2017
62018;66960;2017
44148;43119;2017
66145;48250;2017
26272;53130;2017
73086;71106;2017
52512;78985;2017
43466;72434;2017
48485;91237;2017
53119;89710;2017
04009;72745;2017
14546;49135;2017
23174;66929;2017
11394;53710;2017
41545;68125;2017
63022;82787;2017
61004;48769;2017
44004;57349;2017
81094;25894;2017
53031;75889;2017
08492;58827;2017
72363;55198;2017
54588;61190;2017
60481;37348;2017
53577;65294;2017
52143;74782;2017
09173;48214;2017
53509;31157;2017
74147;49641;2017
29035;36176;2017
57401;49096;2017
03480;68067;2017
33580;30609;2017
41556;77356;2017
2A042;38220;2017
20463;87217;2017
26507;73839;2017
38419;41952;2017
2B287;64542;2017
81502;30010;2017
04268;30049;2017
22025;89895;2017
78274;81722;2017
06121;33687;2017
81069;43100;2017
27075;36784;2017
87418;49388;2017
28303;43895;2017
41324;45947;2017
62447;60733;2017
12329;34835;2017
52378;84829;2017
47052;76970;2017
73510;76660;2017
2B157;34152;2017
62093;72320;2017
39488;83703;2017
38441;35290;2017
39032;78785;2017
77116;48289;2017
30010;78422;2017
16163;55457;2017
32060;79430;2017
03426;32994;2017
10314;51835;2017
09588;40900;2017
72449;39861;2017
68367;44954;2017
65306;50140;2017
43033;31575;2017
67043;73454;2017
15370;61298;2017
85003;82450;2017
47026;72944;2017
89132;33292;2017
15530;26570;2017
47275;52852;2017
65426;58694;2017
47247;39613;2017
42104;77853;2017
16223;66140;2017
36055;75427;2017
23462;30408;2017
29110;79590;2017
64226;37826;2017
59588;53672;2017
57355;53730;2017
34275;84188;2017
91326;42410;2017
09470;39013;2017
32153;45390;2017
11382;46908;2017
32523;34786;2017
91343;34929;2017
35268;38851;2017
86087;57546;2017
47149;47809;2017
66567;51910;2017
43325;74543;2017
25181;39460;2017
72251;88772;2017
95347;76289;2017
25322;34149;2017
73420;45817;2017
25155;35782;2017
67389;41475;2017
74266;48524;2017
42564;31034;2017
69095;23139;2017
26089;53573;2017
08277;74820;2017
09305;44191;2017
42414;84363;2017
85243;49689;2017
12548;89891;2017
43285;39974;2017
66078;63126;2017
19072;80353;2017
68584;24963;2017
29081;96194;2017
77568;50608;2017
54167;59680;2017
51056;70984;2017
17183;70552;2017
44369;21351;2017
81257;88048;2017
02471;67852;2017
71366;99962;2017
46241;57281;2017
67381;69819;2017
62582;55667;2017
41247;89364;2017
29092;87493;2017
59245;90949;2017
14504;58553;2017
55131;85666;2017
09569;47320;2017
61353;56333;2017
59361;81483;2017
08190;26285;2017
71552;76291;2017
39022;21548;2017
74179;66859;2017
04251;58240;2017
17286;58826;2017
46285;58144;2017
18089;59246;2017
31136;51764;2017
62058;54548;2017
14343;67334;2017
64211;82215;2017
10339;63080;2017
17354;70983;2017
55421;85500;2017
74328;100259;2017
16389;28434;2017
28352;78974;2017
88391;37346;2017
2B216;35419;2017
55190;85601;2017
42148;26083;2017
33472;86736;2017
57206;81560;2017
55329;101877;2017
28118;74186;2017
03259;90571;2017
15318;29766;2017
91375;93494;2017
39316;32859;2017
45217;44284;2017
44577;30205;2017
73308;52847;2017
07485;79881;2017
08442;40981;2017
26335;86631;2017
46531;68298;2017
63077;72266;2017
46552;94260;2017
42510;55258;2017
89302;47728;2017
15440;97040;2017
54312;64442;2017
51161;67213;2017
45480;44462;2017
77148;37757;2017
25189;32677;2017
90312;37883;2017
31502;36600;2017
51230;78706;2017
49296;25232;2017
81025;68877;2017
41070;93102;2017
27034;81392;2017
03044;51412;2017
34521;25315;2017
78505;87634;2017
01493;20478;2017
85034;75280;2017
51047;74466;2017
14169;35877;2017
29339;79996;2017
52201;34718;2017
30293;38183;2017
11104;84197;2017
62438;98134;2017
63189;41028;2017
12040;92765;2017
27445;92589;2017
23541;80989;2017
62009;30475;2017
68262;44824;2017
68496;75358;2017
89423;98962;2017
72514;87431;2017
30249;55066;2017
11223;39650;2017
58425;94091;2017
87093;41770;2017
95144;47255;2017
22360;98436;2017
22401;65458;2017
04072;41607;2017
14305;20754;2017
52219;55859;2017
51301;99185;2017
35575;55924;2017
29046;77396;2017
79597;39850;2017
43270;83593;2017
77463;80178;2017
91255;67258;2017
30187;84162;2017
19462;66021;2017
90412;50146;2017
60087;81168;2017
28423;86090;2017
58452;85906;2017
48233;36106;2017
86555;74227;2017
24384;19977;2017
2B117;64041;2017
89007;66926;2017
17405;48574;2017
16126;100000;2017
50454;88485;2017
05315;23098;2017
28280;36996;2017
41099;36528;2017
95427;90908;2017
2B058;60815;2017
15251;76473;2017
84501;82839;2017
09552;81387;2017
70593;26535;2017
80574;30707;2017
84334;50579;2017
21121;47924;2017
85503;79525;2017
11481;32600;2017
49594;49970;2017
44390;38683;2017
30085;34681;2017
03302;33585;2017
72269;35713;2017
32505;64596;2017
62236;51651;2017
39197;56183;2017
35048;59166;2017
09453;77220;2017
69025;91110;2017
70260;60885;2017
36288;69657;2017
25282;77533;2017
01551;77186;2017
89091;30226;2017
90184;100336;2017
23109;33468;2017
03147;53004;2017
12544;71625;2017
07564;50991;2017
79027;39948;2017
84379;93274;2017
15140;25775;2017
70116;38603;2017
17175;101085;2017
35117;79289;2017
56294;27005;2017
67597;80347;2017
83352;96606;2017
05434;27559;2017
19296;51748;2017
27009;58101;2017
29051;29648;2017
2B094;34965;2017
73146;32946;2017
30504;34210;2017
95506;52502;2017
47512;57726;2017
47382;38852;2017
41334;42917;2017
14389;35540;2017
88244;84170;2017
02402;37704;2017
17476;94381;2017
22457;64333;2017
26368;85956;2017
13035;72527;2017
02435;41419;2017
64220;68496;2017
95446;42501;2017
12324;28951;2017
28528;40039;2017
48203;43092;2017
88558;30845;2017
65506;21299;2017
72199;94961;2017
55290;59830;2017
39319;51713;2017
19461;94650;2017
82413;37986;2017
76511;52199;2017
03222;85197;2017
67303;70329;2017
08259;50467;2017
69545;40235;2017
78183;23010;2017
13352;26202;2017
41072;33779;2017
12510;83578;2017
53231;69934;2017
88205;54329;2017
08350;80633;2017
37299;31919;2017
95508;37794;2017
28319;51958;2017
13310;94957;2017
46063;69644;2017
48014;90228;2017
62239;40798;2017
90550;85540;2017
49377;25317;2017
27378;37973;2017
91235;61252;2017
88107;24078;2017
47006;87418;2017
03203;90988;2017
56190;61445;2017
52115;45241;2017
14156;27738;2017
59015;67449;2017
80365;64325;2017
10556;80538;2017
68414;69121;2017
14269;30950;2017
70252;28909;2017
39185;81290;2017
01086;31972;2017
91359;92786;2017
16340;29236;2017
56005;79703;2017
17249;97222;2017
88167;55918;2017
69102;25154;2017
76422;88624;2017
41315;33964;2017
44380;63405;2017
59428;100081;2017
73589;77958;2017
80481;23690;2017
02372;83895;2017
62527;33101;2017
11287;80655;2017
27590;68742;2017
79457;43753;2017
24390;53802;2017
76542;29791;2017
44309;99771;2017
22432;38951;2017
32171;44138;2017
50577;59160;2017
72374;74878;2017
57469;60936;2017
88276;59616;2017
82520;68477;2017
71045;90265;2017
57069;50452;2017
27304;84817;2017
39439;83170;2017
12485;94568;2017
35264;95644;2017
88390;84548;2017
40332;38703;2017
11576;81665;2017
61392;77604;2017
91250;43135;2017
82581;73110;2017
26065;41038;2017
43590;62667;2017
50093;85781;2017
24173;34446;2017
25493;46633;2017
23440;85150;2017
2B339;55876;2017
70450;96147;2017
80382;21237;2017
77208;79009;2017
91003;86978;2017
10075;92906;2017
83179;32707;2017
07025;98441;2017
45305;51228;2017
56466;47088;2017
34577;49437;2017
14294;70590;2017
18525;73100;2017
78591;59154;2017
30516;26103;2017
29279;97138;2017
87195;38036;2017
14586;27496;2017
87145;66814;2017
87247;51529;2017
56045;69784;2017
16476;91554;2017
15390;28521;2017
27051;42352;2017
54133;60954;2017
15333;81344;2017
43324;70029;2017
51160;51683;2017
02554;70693;2017
66267;98370;2017
06493;57387;2017
19143;91080;2017
17023;81763;2017
79033;43702;2017
05224;38958;2017
40571;79524;2017
55030;36331;2017
48222;48148;2017
64066;39350;2017
76559;69580;2017
37405;42837;2017
30428;73700;2017
2A230;94254;2017
47464;84083;2017
69005;95231;2017
83519;21470;2017
74444;57633;2017
81443;38379;2017
50236;92237;2017
05480;77469;2017
46229;45244;2017
17030;63730;2017
84544;69047;2017
23141;60578;2017
22062;58903;2017
24373;23902;2017
60140;56238;2017
54515;46494;2017
90266;83358;2017
39003;86965;2017
27571;77906;2017
05309;22246;2017
01158;86552;2017
35406;52327;2017
88318;52764;2017
49018;93548;2017
85456;91779;2017
10241;24612;2017
09420;47686;2017
79537;79317;2017
10366;61850;2017
05403;41727;2017
38153;61446;2017
88143;87174;2017
65249;38378;2017
10511;80697;2017
79314;77555;2017
80209;89882;2017
76467;43611;2017
85512;36753;2017
2A105;63003;2017
30426;63634;2017
76354;53559;2017
54269;83292;2017
73238;84863;2017
59069;39707;2017
60165;82893;2017
58330;38967;2017
73532;51399;2017
69519;21696;2017
13113;46171;2017
78407;98030;2017
50051;55708;2017
31405;76571;2017
48205;28593;2017
91270;72236;2017
81430;48597;2017
79255;78961;2017
44484;95712;2017
73320;63121;2017
36599;28116;2017
64383;57129;2017
60178;30647;2017
24465;55652;2017
25245;25455;2017
06320;72422;2017
13082;45808;2017
45345;35075;2017
16112;21354;2017
39598;89729;2017
57513;85795;2017
22420;83767;2017
32441;24486;2017
35357;47708;2017
47037;98492;2017
35236;65493;2017
69297;29866;2017
31549;31020;2017
41132;41507;2017
36298;94854;2017
18207;34065;2017
64081;91339;2017
28219;74580;2017
74050;95222;2017
90041;86136;2017
63211;46984;2017
87121;88403;2017
81333;32584;2017
45011;42886;2017
72181;37887;2017
31272;31273;2017
43577;27390;2017
50381;34422;2017
91528;29306;2017
80206;51517;2017
46270;26009;2017
61252;24581;2017
19532;96996;2017
76575;27470;2017
52577;26042;2017
50451;23031;2017
72302;30431;2017
59324;61669;2017
07588;85098;2017
27171;78705;2017
17208;65712;2017
69538;26114;2017
04232;81029;2017
19141;22592;2017
56336;71805;2017
65195;51909;2017
47534;90350;2017
82545;45064;2017
87184;69581;2017
13318;55302;2017
90590;63056;2017
58445;95582;2017
60130;76937;2017
09354;54244;2017
58372;57288;2017
68392;77835;2017
55015;47422;2017
08180;33652;2017
49512;57503;2017
89145;25157;2017
68180;33446;2017
13194;54716;2017
91107;82722;2017
91094;84441;2017
16208;42060;2017
76524;53130;2017
38001;31551;2017
56170;82624;2017
42037;38924;2017
73337;85329;2017
2B088;84949;2017
74475;73934;2017
88351;45748;2017
89470;95061;2017
09381;76766;2017
24263;70270;2017
68516;86778;2017
55286;91557;2017
05570;26930;2017
09596;89921;2017
49353;82531;2017
58405;35493;2017
16154;45480;2017
16488;81288;2017
13403;38217;2017
53541;56656;2017
01160;77100;2017
54472;71562;2017
45282;94077;2017
44111;29313;2017
64103;42995;2017
49337;101282;2017
68192;66603;2017
72062;40772;2017
87256;42829;2017
76392;48102;2017
49192;63627;2017
46573;43954;2017
22467;67755;2017
56308;56018;2017
13560;67224;2017
88260;32834;2017
99000;69311;2017
99001;96068;2017
99002;31494;2017
99003;45829;2017
99004;76886;2017
99005;70146;2017
99006;73654;2017
09507;32524;2018
72072;35614;2018
61471;31986;2018
41071;63571;2018
41433;48713;2018
81053;88310;2018
08293;42148;2018
65395;59429;2018
19437;71661;2018
09251;68918;2018
49553;81379;2018
95464;36790;2018
69125;57947;2018
71403;82193;2018
67438;86247;2018
74200;68437;2018
48443;68484;2018
12539;85358;2018
80490;67274;2018
42457;92029;2018
47381;31788;2018
35163;46468;2018
17477;29598;2018
88219;27828;2018
73319;55289;2018
60189;37891;2018
38188;50395;2018
78095;53494;2018
51576;68034;2018
42089;92635;2018
42052;83227;2018
22561;48377;2018
09333;46479;2018
52263;77755;2018
84442;30563;2018
06230;61345;2018
81077;54370;2018
78438;35074;2018
26106;68847;2018
59332;44740;2018
16569;34706;2018
71561;68249;2018
66217;35286;2018
33468;71278;2018
07367;33998;2018
95288;55244;2018
42084;81006;2018
85226;37801;2018
64391;79059;2018
73591;73389;2018
71003;88322;2018
19430;35056;2018
34507;74100;2018
44570;89368;2018
47254;78052;2018
05071;34916;2018
51163;81070;2018
15510;29840;2018
70526;64026;2018
64382;56715;2018
87074;61078;2018
70074;59571;2018
35287;24137;2018
91353;60859;2018
39020;88276;2018
31411;52758;2018
86327;43167;2018
35008;92521;2018
08058;29958;2018
44273;58091;2018
74433;59519;2018
18495;56133;2018
44259;88532;2018
13177;53820;2018
64581;90580;2018
45275;27311;2018
31189;77063;2018
22265;66091;2018
53008;38501;2018
63181;39203;2018
89309;75534;2018
41551;66542;2018
15443;68182;2018
79468;25142;2018
59327;67459;2018
66067;91229;2018
10235;22898;2018
30598;56878;2018
72027;56824;2018
79527;85809;2018
41411;41396;2018
76171;57825;2018
80467;72292;2018
37502;26614;2018
85026;80876;2018
27064;82076;2018
23399;73975;2018
64599;68483;2018
60015;78674;2018
13399;80421;2018
79082;90177;2018
19390;54003;2018
76374;56383;2018
01055;70478;2018
76408;35994;2018
74538;86567;2018
73518;76101;2018
62018;66465;2018
44148;43994;2018
66145;47249;2018
26272;53553;2018
73086;70521;2018
52512;78977;2018
43466;72624;2018
48485;89053;2018
53119;91106;2018
04009;74347;2018
14546;49513;2018
23174;67032;2018
11394;52423;2018
41545;65912;2018
63022;83449;2018
61004;47622;2018
44004;59556;2018
81094;25060;2018
53031;75421;2018
08492;58930;2018
72363;55289;2018
54588;59568;2018
60481;38307;2018
53577;63761;2018
52143;75366;2018
09173;47634;2018
53509;31456;2018
74147;50601;2018
29035;36236;2018
57401;48973;2018
03480;67142;2018
33580;30980;2018
41556;74332;2018
2A042;39408;2018
20463;86569;2018
26507;74856;2018
38419;42465;2018
2B287;62691;2018
81502;30292;2018
04268;29989;2018
22025;93697;2018
78274;80651;2018
06121;33704;2018
81069;42360;2018
27075;37032;2018
87418;49839;2018
28303;42087;2018
41324;46060;2018
62447;59609;2018
12329;36291;2018
52378;84378;2018
47052;72902;2018
73510;78336;2018
2B157;34372;2018
62093;75693;2018
39488;81786;2018
38441;34001;2018
39032;74644;2018
77116;47949;2018
30010;77589;2018
16163;57864;2018
32060;78492;2018
03426;33589;2018
10314;50525;2018
09588;42454;2018
72449;39241;2018
68367;43411;2018
65306;49478;2018
43033;31329;2018
67043;73950;2018
15370;61532;2018
85003;81410;2018
47026;75589;2018
89132;32431;2018
15530;26516;2018
47275;52419;2018
65426;56448;2018
47247;39352;2018
42104;79688;2018
16223;64853;2018
36055;77514;2018
23462;29339;2018
29110;79279;2018
64226;37690;2018
59588;53792;2018
57355;53475;2018
34275;81682;2018
91326;42756;2018
09470;38775;2018
32153;47921;2018
11382;47821;2018
32523;36284;2018
91343;34424;2018
35268;39413;2018
86087;55710;2018
47149;48014;2018
66567;50505;2018
43325;76147;2018
25181;40190;2018
72251;88878;2018
95347;75725;2018
25322;34251;2018
73420;46234;2018
25155;36302;2018
67389;41004;2018
74266;47816;2018
